layer,prompt_id,cosine_similarity,mae,rmse,max_error,drift_pct_01,drift_pct_05,top_1_overlap,top_3_overlap,top_5_overlap,top_10_overlap,relative_diff
10,5,0.9999154,0.0023768425,0.005392691,0.030202568,0.0,0.0,1.0,1.0,1.0,0.5,3.6140673
11,5,0.99993885,0.0020171187,0.0044929557,0.020774841,0.0,0.0,1.0,1.0,1.0,0.5,2.456451
0,6,0.9999935,0.000667854,0.0013212528,0.006123662,0.0,0.0,1.0,1.0,1.0,0.5,0.5292395
1,6,0.9998805,0.0025605322,0.005656411,0.036610305,0.0,0.0,1.0,1.0,1.0,0.5,1.7258432
2,6,0.9995596,0.005421193,0.0108594755,0.07310364,0.0,0.33333333333333337,1.0,1.0,1.0,0.5,3.2427952
3,6,0.9989502,0.007495567,0.017560799,0.10473412,0.33333333333333337,4.0,1.0,1.0,1.0,0.5,5.2564597
4,6,0.99971,0.0043787886,0.009766256,0.058422,0.0,1.0,1.0,1.0,1.0,0.5,5.5671835
5,6,0.9997186,0.0040007685,0.0093433475,0.061717868,0.0,0.6666666666666667,1.0,1.0,1.0,0.5,4.644686
6,6,0.99968976,0.0045147957,0.009966941,0.06487167,0.0,0.6666666666666667,1.0,1.0,1.0,0.5,4.508324
7,6,0.99978167,0.003413743,0.008639737,0.054097593,0.0,0.33333333333333337,1.0,1.0,1.0,0.5,4.466003
8,6,0.9996748,0.004353447,0.0101016555,0.07126418,0.0,1.0,1.0,1.0,1.0,0.5,4.3031397
9,6,0.9997644,0.0034091799,0.008902674,0.073180124,0.0,0.6666666666666667,1.0,1.0,1.0,0.5,4.219066
10,6,0.9999132,0.0019820698,0.0054191933,0.04073602,0.0,0.0,1.0,1.0,1.0,0.5,2.3675468
11,6,0.99984765,0.0030776414,0.0072102193,0.040860325,0.0,0.0,1.0,1.0,1.0,0.5,2.8742282
0,7,0.99999046,0.00059211435,0.0012498407,0.008099988,0.0,0.0,1.0,1.0,1.0,0.7000000000000001,0.5423145
1,7,0.99984854,0.00219539,0.0049991407,0.043060333,0.0,0.0,1.0,0.9523809523809524,1.0,0.7000000000000001,1.7177705
2,7,0.9993877,0.0044471268,0.010467172,0.08693007,0.0,0.6802721088435374,1.0,1.0,1.0,0.7000000000000001,3.417643
3,7,0.99865764,0.0068205986,0.015952332,0.098983794,0.0,2.5510204081632653,1.0,1.0,1.0,0.7000000000000001,5.8767514
4,7,0.99946827,0.0043454994,0.010605014,0.07863653,0.0,0.6802721088435374,1.0,1.0,0.9714285714285714,0.7000000000000001,6.897158
5,7,0.998985,0.0051595247,0.014806582,0.09775317,0.0,3.061224489795918,1.0,0.9523809523809524,1.0,0.7000000000000001,6.81013
6,7,0.99975544,0.0031432004,0.007413142,0.060878217,0.0,0.17006802721088435,1.0,0.9047619047619049,1.0,0.7000000000000001,5.26806
7,7,0.99964464,0.0030642431,0.009189912,0.07790676,0.0,1.0204081632653061,1.0,0.9523809523809524,1.0,0.7000000000000001,6.284877
8,7,0.999731,0.0033465107,0.007824991,0.06810069,0.0,0.3401360544217687,1.0,1.0,0.9714285714285714,0.7000000000000001,5.068341
9,7,0.999804,0.0021235785,0.007014162,0.08010438,0.0,0.17006802721088435,1.0,0.9523809523809524,0.9714285714285714,0.7000000000000001,5.116995
10,7,0.99979234,0.0022749035,0.007165271,0.055847287,0.0,0.6802721088435374,1.0,0.9523809523809523,1.0,0.7000000000000001,5.600532
11,7,0.99950546,0.0037055104,0.01021113,0.09553778,0.0,1.1904761904761905,1.0,0.9523809523809523,1.0,0.7000000000000001,4.2231503
0,8,0.9999921,0.0005631145,0.0012938927,0.009003162,0.0,0.0,1.0,1.0,1.0,0.6,0.46704602
1,8,0.9999017,0.002045267,0.004654507,0.03826642,0.0,0.0,1.0,1.0,1.0,0.6,1.6058438
2,8,0.9994549,0.0043913345,0.010641796,0.1024999,0.23148148148148145,0.9259259259259258,1.0,1.0,1.0,0.6,2.8650844
3,8,0.99899036,0.0066017024,0.015443323,0.10172552,0.23148148148148145,2.7777777777777777,1.0,0.9444444444444443,0.9666666666666667,0.6,5.5497975
4,8,0.9996689,0.0041552545,0.009135194,0.046666294,0.0,0.0,1.0,1.0,0.9666666666666667,0.6,9.382084
5,8,0.999629,0.0038585379,0.010057341,0.07046634,0.0,1.1574074074074074,1.0,1.0,1.0,0.6,6.6890864
6,8,0.999691,0.0037864093,0.009123495,0.06929582,0.0,0.9259259259259258,1.0,1.0,1.0,0.6,4.609986
7,8,0.99981713,0.0026990122,0.0071979812,0.049165845,0.0,0.0,1.0,1.0,1.0,0.6,4.491374
8,8,0.9997314,0.0033326221,0.008342173,0.06097108,0.0,0.6944444444444444,1.0,1.0,1.0,0.6,3.657112
9,8,0.9999226,0.0018581356,0.004785674,0.036168575,0.0,0.0,1.0,1.0,1.0,0.6,3.897533
10,8,0.9998642,0.001952943,0.0063172085,0.06415206,0.0,0.4629629629629629,1.0,1.0,1.0,0.6,3.4794385
11,8,0.9999438,0.0017552064,0.00386668,0.020699114,0.0,0.0,1.0,1.0,1.0,0.6,2.9141948
0,9,0.9999895,0.00074690284,0.001663231,0.010524809,0.0,0.0,1.0,1.0,1.0,0.5,0.5346108
1,9,0.99985003,0.003048095,0.006282839,0.034020722,0.0,0.0,1.0,1.0,1.0,0.5,1.8531717
2,9,0.9992093,0.006827859,0.014497178,0.08572614,0.0,1.3333333333333335,1.0,1.0,1.0,0.5,3.9127967
3,9,0.99945575,0.005551706,0.0126225045,0.077637196,0.0,1.6666666666666667,1.0,0.9333333333333333,1.0,0.5,4.648993
4,9,0.9993917,0.0057106763,0.013929204,0.09556207,0.0,1.6666666666666667,1.0,0.9333333333333333,1.0,0.5,6.8116055
5,9,0.99981177,0.003344898,0.007951248,0.054291785,0.0,0.33333333333333337,1.0,1.0,1.0,0.5,4.9741282
6,9,0.99989647,0.0027940015,0.0058802217,0.030129194,0.0,0.0,1.0,1.0,1.0,0.5,3.8989835
7,9,0.99981403,0.0028677694,0.007996255,0.061472833,0.0,0.6666666666666667,1.0,1.0,1.0,0.5,4.798186
8,9,0.9998654,0.003349419,0.006755572,0.037444085,0.0,0.0,1.0,1.0,1.0,0.5,3.8149793
9,9,0.99984854,0.0027005381,0.0072334125,0.042328387,0.0,0.0,1.0,1.0,1.0,0.5,3.7546284
10,9,0.9999276,0.0020528215,0.0051005837,0.031210423,0.0,0.0,1.0,0.9333333333333333,1.0,0.5,3.1565025
11,9,0.99989885,0.0027885528,0.005592467,0.02716893,0.0,0.0,1.0,1.0,1.0,0.5,2.832162
0,10,0.99998826,0.00072726153,0.001557937,0.008753359,0.0,0.0,1.0,1.0,1.0,0.6,0.6271782
1,10,0.99991393,0.0020612061,0.0042383554,0.024785608,0.0,0.0,1.0,1.0,1.0,0.6,1.3875096
2,10,0.99952674,0.0044311206,0.009919189,0.059620142,0.0,0.6944444444444444,1.0,1.0,1.0,0.6,2.718615
3,10,0.9990033,0.0059046405,0.015444876,0.11641073,0.6944444444444444,2.5462962962962963,1.0,1.0,1.0,0.6,5.447168
4,10,0.99944586,0.004374697,0.011968485,0.08118498,0.0,2.083333333333333,1.0,1.0,1.0,0.6,5.370324
5,10,0.99976456,0.0030577462,0.007917171,0.052912533,0.0,0.23148148148148145,1.0,1.0,1.0,0.6,6.0189214
6,10,0.999682,0.003605334,0.009106296,0.072790325,0.0,0.6944444444444444,1.0,1.0,1.0,0.6,4.574554
7,10,0.9997973,0.0025042864,0.007600505,0.066009104,0.0,0.6944444444444444,1.0,1.0,1.0,0.6,5.0308003
8,10,0.9998474,0.0028969627,0.006796979,0.049547732,0.0,0.0,1.0,1.0,1.0,0.6,4.0507026
9,10,0.9999398,0.0016538003,0.0041661346,0.024644077,0.0,0.0,1.0,1.0,1.0,0.6,3.2487755
10,10,0.99988717,0.0022894084,0.0056874743,0.040586174,0.0,0.0,1.0,1.0,1.0,0.6,3.837641
11,10,0.99988276,0.002416173,0.005457736,0.040982366,0.0,0.0,1.0,1.0,1.0,0.6,2.7253306
0,11,0.999989,0.00068346516,0.0015085236,0.008405834,0.0,0.0,1.0,1.0,1.0,0.6,0.5262015
1,11,0.9999257,0.0018595577,0.0038657712,0.027469397,0.0,0.0,1.0,1.0,1.0,0.6,1.2460916
2,11,0.9996469,0.0043740976,0.008497463,0.042959988,0.0,0.0,1.0,1.0,1.0,0.6,3.2453372
3,11,0.9955395,0.012708531,0.031663433,0.17606607,2.314814814814815,8.796296296296296,1.0,1.0,1.0,0.6,7.9215736
4,11,0.999318,0.0052097444,0.013004322,0.100334436,0.23148148148148145,1.8518518518518516,1.0,1.0,1.0,0.6,11.892871
5,11,0.9996208,0.0037732383,0.010021821,0.08809346,0.0,0.9259259259259258,1.0,1.0,1.0,0.6,5.2953286
6,11,0.99977386,0.0034625698,0.0077290307,0.053625286,0.0,0.23148148148148145,1.0,1.0,1.0,0.6,4.174782
7,11,0.9997764,0.002944486,0.008090531,0.06114632,0.0,0.4629629629629629,1.0,1.0,1.0,0.6,5.1566887
8,11,0.9997265,0.003470141,0.00854432,0.07367498,0.0,0.4629629629629629,1.0,1.0,0.9666666666666667,0.6,4.8877215
9,11,0.999682,0.0034196768,0.009474296,0.08034414,0.0,0.9259259259259258,1.0,0.9444444444444445,1.0,0.6,5.5179143
10,11,0.99983937,0.0029683264,0.006530516,0.037253976,0.0,0.0,1.0,1.0,1.0,0.6,4.112544
11,11,0.99980646,0.0031071666,0.0068669487,0.05007559,0.0,0.23148148148148145,1.0,1.0,1.0,0.6,3.202357
0,12,0.99999404,0.00052810396,0.0011405494,0.0058169365,0.0,0.0,1.0,1.0,1.0,0.6,0.56085664
1,12,0.99995434,0.0016391043,0.0031799332,0.014018893,0.0,0.0,1.0,1.0,1.0,0.6,1.3195626
2,12,0.99959373,0.0045266957,0.009066303,0.04945466,0.0,0.0,1.0,1.0,1.0,0.6,2.837698
3,12,0.99906856,0.0065358346,0.014442132,0.06939912,0.0,2.314814814814815,1.0,1.0,1.0,0.6,4.767817
4,12,0.9995659,0.0046365196,0.01059095,0.068324625,0.0,0.9259259259259258,1.0,1.0,1.0,0.6,6.8145223
5,12,0.9998013,0.0029433887,0.007216177,0.04988146,0.0,0.0,1.0,1.0,1.0,0.6,4.4498954
6,12,0.99974656,0.003474693,0.008248338,0.06652701,0.0,0.4629629629629629,1.0,0.9444444444444445,1.0,0.6,4.376319
7,12,0.9998452,0.0025334745,0.0065790354,0.047712147,0.0,0.0,1.0,0.8888888888888888,1.0,0.6,3.9150662
8,12,0.99982065,0.0029451714,0.006931155,0.0488514,0.0,0.0,1.0,1.0,1.0,0.6,3.5364006
9,12,0.999951,0.0015172159,0.0037375654,0.029076219,0.0,0.0,1.0,1.0,1.0,0.6,3.3122275
10,12,0.9999041,0.0018323881,0.005259393,0.04304862,0.0,0.0,1.0,1.0,1.0,0.6,3.03915
11,12,0.9998939,0.0019439451,0.0055166646,0.059019864,0.0,0.23148148148148145,1.0,1.0,0.9666666666666667,0.6,2.6646352
0,13,0.99998736,0.00045919247,0.0012642686,0.017505616,0.0,0.0,1.0,1.0,1.0,0.8999999999999999,0.6502284
1,13,0.99983543,0.0019227907,0.004504278,0.033772588,0.0,0.0,1.0,1.0,1.0,0.8999999999999999,1.832061
2,13,0.99900204,0.004545133,0.01132568,0.11274001,0.102880658436214,1.440329218106996,1.0,0.9629629629629629,1.0,0.8999999999999999,4.3372416
3,13,0.99880654,0.005194801,0.013264748,0.09784177,0.0,1.7489711934156378,1.0,0.9629629629629629,1.0,0.8999999999999999,6.199692
4,13,0.9993427,0.0038797462,0.010420335,0.08957034,0.0,0.823045267489712,1.0,0.9629629629629629,1.0,0.8999999999999999,7.150549
5,13,0.99965876,0.002660349,0.007675173,0.051551342,0.0,0.102880658436214,1.0,1.0,1.0,0.8999999999999999,5.7398257
6,13,0.9998854,0.0017618717,0.0044814385,0.03368056,0.0,0.0,1.0,1.0,1.0,0.8999999999999999,4.106954
7,13,0.9998793,0.0016093152,0.004762491,0.049521804,0.0,0.0,1.0,0.9629629629629629,1.0,0.8999999999999999,4.763398
8,13,0.9998497,0.001847878,0.005249581,0.04659453,0.0,0.0,1.0,1.0,1.0,0.8999999999999999,4.163791
9,13,0.9999462,0.001137859,0.0032381245,0.029901028,0.0,0.0,1.0,1.0,0.9777777777777779,0.8999999999999999,4.6563153
10,13,0.99980736,0.0013922142,0.0061471406,0.10086161,0.102880658436214,0.205761316872428,1.0,1.0,1.0,0.8999999999999999,4.1936264
11,13,0.9999106,0.001502147,0.0039327894,0.03420262,0.0,0.0,1.0,1.0,0.9777777777777779,0.8999999999999999,3.4520652
0,14,0.9999888,0.0003634222,0.00096091954,0.0116686225,0.0,0.0,1.0,1.0,1.0,1.0,0.5513222
1,14,0.99986243,0.0013714159,0.0031087596,0.028047621,0.0,0.0,1.0,1.0,0.9833333333333334,1.0,1.3792144
2,14,0.9984932,0.0042769695,0.0108830705,0.1423139,0.057870370370370364,0.7523148148148148,0.9166666666666666,1.0,1.0,1.0,4.3555636
3,14,0.9971329,0.005842989,0.016946806,0.15578431,0.5787037037037037,3.2407407407407405,1.0,0.9444444444444443,1.0,1.0,7.3314624
4,14,0.9993111,0.0030493212,0.008660396,0.07960075,0.0,0.7523148148148148,1.0,0.9722222222222222,1.0,1.0,12.260647
5,14,0.99909127,0.0034548955,0.0102153,0.11050831,0.11574074074074073,1.099537037037037,1.0,1.0,0.9666666666666667,0.9916666666666667,6.787104
6,14,0.9993391,0.0028873852,0.00843936,0.09819257,0.0,0.5787037037037037,1.0,0.9722222222222222,1.0,0.9916666666666667,4.6909375
7,14,0.9996993,0.0022543634,0.0059938957,0.05514747,0.0,0.057870370370370364,1.0,1.0,1.0,1.0,5.2344193
8,14,0.99970835,0.0021805887,0.0057922797,0.06163156,0.0,0.11574074074074073,1.0,1.0,1.0,0.9916666666666667,4.522228
9,14,0.9999052,0.0011598391,0.003540724,0.03497228,0.0,0.0,1.0,0.9722222222222222,0.9833333333333334,1.0,4.0231233
10,14,0.9997571,0.0016775564,0.0056874286,0.072546184,0.0,0.28935185185185186,1.0,0.9722222222222222,1.0,1.0,3.767674
11,14,0.99981713,0.0016429275,0.0048571066,0.057716906,0.0,0.1736111111111111,1.0,1.0,0.9833333333333334,1.0,3.778682
0,15,0.9999909,0.0004089851,0.0009649112,0.009325683,0.0,0.0,1.0,1.0,1.0,1.0,0.5486572
1,15,0.999859,0.0017473543,0.00359842,0.027146399,0.0,0.0,1.0,1.0,1.0,1.0,1.5122807
2,15,0.9987326,0.0045189695,0.011357656,0.113089055,0.08333333333333334,1.3333333333333335,1.0,0.9666666666666666,0.9800000000000001,1.0,4.2124715
3,15,0.9988024,0.0046721366,0.012072636,0.09265426,0.0,2.0,1.0,1.0,0.9800000000000001,1.0,5.478572
4,15,0.99935585,0.002996123,0.0093110725,0.12344098,0.16666666666666669,0.6666666666666667,1.0,0.9666666666666666,1.0,1.0,5.480891
5,15,0.9994541,0.0031659002,0.008925507,0.085259676,0.0,0.6666666666666667,1.0,1.0,1.0,1.0,6.7195067
6,15,0.9996315,0.0027006234,0.0072878217,0.0800342,0.0,0.16666666666666669,1.0,1.0,1.0,1.0,4.824429
7,15,0.99983823,0.0019064127,0.005027777,0.053929627,0.0,0.08333333333333334,1.0,1.0,0.9800000000000001,1.0,4.8467746
8,15,0.9997244,0.0023103976,0.0063472297,0.06481075,0.0,0.33333333333333337,1.0,1.0,1.0,1.0,4.089169
9,15,0.999794,0.0019290147,0.0056876377,0.0730688,0.0,0.16666666666666669,1.0,1.0,1.0,1.0,4.3352637
10,15,0.99982125,0.0018382124,0.0051233396,0.078849494,0.0,0.16666666666666669,1.0,0.9666666666666666,0.96,1.0,3.6690872
11,15,0.99985147,0.0017764673,0.004482643,0.043035,0.0,0.0,1.0,1.0,0.96,1.0,2.6643605
0,16,0.9999876,0.0003680679,0.0009828436,0.014941096,0.0,0.0,1.0,1.0,1.0,1.0,0.70755
1,16,0.9998123,0.0014931229,0.003614852,0.035894066,0.0,0.0,1.0,1.0,1.0,1.0,1.5962113
2,16,0.99906504,0.0030371472,0.008161374,0.094722986,0.0,0.4437869822485207,1.0,0.9487179487179487,1.0,1.0,3.408538
3,16,0.9979111,0.004590721,0.013534897,0.15050554,0.2465483234714004,1.6765285996055226,1.0,0.9743589743589743,0.9846153846153847,0.9923076923076923,6.0138083
4,16,0.9989117,0.003441502,0.0102267405,0.13131124,0.09861932938856016,1.0355029585798818,1.0,0.9743589743589743,0.9846153846153847,0.9923076923076923,6.8077674
5,16,0.9996992,0.001905623,0.005728151,0.07327676,0.0,0.19723865877712032,1.0,0.9487179487179487,1.0,1.0,5.5050297
6,16,0.99973375,0.0017338456,0.005360397,0.0665673,0.0,0.19723865877712032,1.0,0.9743589743589743,0.9846153846153847,1.0,4.0182605
7,16,0.9996073,0.0020305815,0.006815195,0.07268286,0.0,0.34516765285996054,1.0,0.9743589743589743,0.9846153846153847,1.0,5.573486
8,16,0.9996056,0.0022493666,0.0064527662,0.06285226,0.0,0.2465483234714004,1.0,1.0,1.0,1.0,4.500645
9,16,0.99987733,0.0011169951,0.0038489185,0.0559645,0.0,0.04930966469428008,1.0,0.9487179487179487,0.9846153846153847,0.9923076923076923,3.8260002
10,16,0.9998573,0.0013685827,0.00413148,0.05109471,0.0,0.04930966469428008,1.0,0.9743589743589743,1.0,1.0,4.1227517
11,16,0.9997664,0.0017105376,0.005065629,0.04690218,0.0,0.0,1.0,1.0,0.9846153846153847,1.0,3.069402
0,17,0.9999903,0.000357765,0.0009491092,0.0127129555,0.0,0.0,1.0,1.0,1.0,1.0,0.5073226
1,17,0.99977624,0.0017524419,0.004235638,0.041439533,0.0,0.0,1.0,0.9393939393939393,0.9818181818181819,1.0,1.5622969
2,17,0.99899226,0.003935615,0.009390246,0.08465654,0.0,0.5509641873278237,1.0,1.0,0.9818181818181819,1.0,4.088251
3,17,0.9962734,0.0069171516,0.019737797,0.19365859,0.9641873278236914,3.787878787878788,1.0,0.9393939393939393,1.0,1.0,7.5575776
4,17,0.99919766,0.0036970882,0.009736562,0.08986524,0.0,0.7575757575757576,1.0,0.9696969696969696,1.0,1.0,8.057855
5,17,0.9994304,0.0031807672,0.008596717,0.073299944,0.0,0.4820936639118457,1.0,1.0,0.9818181818181819,1.0,6.79896
6,17,0.99970883,0.002292273,0.0059298477,0.060501516,0.0,0.13774104683195593,1.0,1.0,0.9818181818181819,0.990909090909091,4.34974
7,17,0.9995726,0.0027610864,0.0074960757,0.07736629,0.0,0.34435261707988984,1.0,1.0,1.0,1.0,5.578487
8,17,0.99952084,0.002903343,0.007454897,0.06695074,0.0,0.5509641873278237,1.0,1.0,1.0,1.0,4.34524
9,17,0.99983144,0.0015971633,0.004937529,0.07196927,0.0,0.06887052341597796,1.0,0.9696969696969696,1.0,1.0,4.966819
10,17,0.9998638,0.0014163525,0.0044105873,0.04396397,0.0,0.0,1.0,1.0,1.0,1.0,3.4606485
11,17,0.99985933,0.0017875857,0.004261613,0.033140182,0.0,0.0,1.0,0.9393939393939393,0.9818181818181819,1.0,3.3774858
0,18,0.99999076,0.00036568978,0.0009142979,0.01487267,0.0,0.0,1.0,1.0,0.9818181818181819,1.0,0.55845237
1,18,0.9998447,0.0015809172,0.003746292,0.035310805,0.0,0.0,1.0,1.0,1.0,1.0,1.6578552
2,18,0.9992078,0.0036224176,0.008393184,0.0650256,0.0,0.34435261707988984,0.9090909090909091,1.0,1.0,1.0,3.8104553
3,18,0.99874526,0.004416914,0.011642404,0.10572958,0.06887052341597796,1.2396694214876034,1.0,1.0,1.0,1.0,6.073583
4,18,0.99932736,0.0033313439,0.009016228,0.07898033,0.0,0.9641873278236914,1.0,1.0,1.0,0.990909090909091,6.135931
5,18,0.9994457,0.0030104648,0.00854452,0.080465496,0.0,0.5509641873278237,1.0,0.9393939393939393,0.9818181818181819,1.0,6.6856513
6,18,0.99960876,0.0024582343,0.0070375944,0.07472181,0.0,0.4132231404958678,1.0,1.0,0.9818181818181819,0.990909090909091,5.12985
7,18,0.99981844,0.001774927,0.0051792357,0.046532273,0.0,0.0,1.0,1.0,0.9818181818181819,1.0,6.4440646
8,18,0.999838,0.0018254803,0.0044963392,0.033518046,0.0,0.0,1.0,1.0,0.9818181818181819,1.0,3.797865
9,18,0.9998841,0.001355564,0.00417209,0.048344553,0.0,0.0,1.0,1.0,0.9636363636363636,1.0,4.6184087
10,18,0.9998505,0.0015955132,0.0046155285,0.038227975,0.0,0.0,1.0,0.9696969696969696,1.0,1.0,4.159606
11,18,0.9998721,0.0014622019,0.004124499,0.035541266,0.0,0.0,1.0,1.0,0.9818181818181819,1.0,3.2038226
0,19,0.99998254,0.00048698892,0.0012238406,0.012800485,0.0,0.0,1.0,1.0,1.0,1.0,0.5458404
1,19,0.99984217,0.0015841214,0.0035689129,0.034514844,0.0,0.0,1.0,1.0,0.9818181818181819,1.0,1.5223981
2,19,0.9993369,0.003267294,0.00758193,0.06454787,0.0,0.13774104683195593,1.0,0.9696969696969696,0.9636363636363637,1.0,3.2417839
3,19,0.99726206,0.0063509652,0.016548518,0.13234958,0.4132231404958678,2.7548209366391188,1.0,0.9393939393939393,1.0,1.0,6.68764
4,19,0.9988139,0.004503153,0.011491452,0.10482395,0.06887052341597796,1.3085399449035813,1.0,1.0,0.9818181818181819,1.0,8.960852
5,19,0.9990823,0.0037160271,0.010709697,0.11447957,0.13774104683195593,0.8264462809917356,1.0,1.0,0.9636363636363637,1.0,6.351495
6,19,0.9994618,0.0030121035,0.008200996,0.06528318,0.0,0.5509641873278237,1.0,0.9696969696969696,1.0,1.0,4.871619
7,19,0.99959034,0.0025799538,0.007499114,0.096102595,0.0,0.4820936639118457,1.0,0.9393939393939393,0.9636363636363637,1.0,6.0565667
8,19,0.9995712,0.0027620266,0.007233084,0.0831877,0.0,0.27548209366391185,1.0,0.9696969696969696,0.9818181818181819,0.990909090909091,4.5638385
9,19,0.9998125,0.0018781831,0.0051988624,0.0649606,0.0,0.13774104683195593,1.0,1.0,0.9818181818181819,1.0,4.627612
10,19,0.9998648,0.0015451801,0.004358016,0.04099065,0.0,0.0,1.0,0.9696969696969696,0.9818181818181819,1.0,3.6886122
11,19,0.9997955,0.0019351549,0.004830684,0.0559088,0.0,0.06887052341597796,1.0,1.0,0.9818181818181819,1.0,2.5733385
0,20,0.9999806,0.00039714616,0.0011391214,0.021521896,0.0,0.0,1.0,1.0,1.0,1.0,0.5826612
1,20,0.9997943,0.0014329834,0.0033327965,0.031856537,0.0,0.0,1.0,1.0,1.0,0.9928571428571429,1.5764055
2,20,0.99865246,0.0034109277,0.009363659,0.13246977,0.04251700680272109,0.6377551020408163,1.0,1.0,1.0,1.0,4.477708
3,20,0.9980045,0.004334818,0.0125720585,0.12855217,0.21258503401360546,1.530612244897959,1.0,0.9761904761904762,0.9714285714285715,1.0,6.3447394
4,20,0.99901766,0.0033624428,0.00936481,0.08611339,0.0,0.6377551020408163,1.0,0.9761904761904762,1.0,0.9928571428571429,7.086657
5,20,0.99932534,0.0026613513,0.008141242,0.10852194,0.04251700680272109,0.5102040816326531,1.0,0.9761904761904762,1.0,0.9928571428571429,6.7644215
6,20,0.99923825,0.0027179848,0.00853997,0.11073992,0.04251700680272109,0.6802721088435374,1.0,0.9523809523809523,0.9714285714285715,1.0,5.3537993
7,20,0.9998133,0.0013256493,0.004556386,0.06909537,0.0,0.12755102040816327,1.0,1.0,0.9428571428571431,1.0,4.873483
8,20,0.99963725,0.0020893682,0.005879383,0.05950716,0.0,0.08503401360544217,1.0,0.9523809523809523,1.0,1.0,4.4177604
9,20,0.9998303,0.0012687732,0.00441556,0.054274857,0.0,0.08503401360544217,1.0,0.9523809523809523,0.9571428571428573,1.0,5.160027
10,20,0.99988663,0.0010637112,0.0035962695,0.0521124,0.0,0.04251700680272109,1.0,0.9523809523809523,1.0,1.0,3.7925553
11,20,0.99982727,0.0014543905,0.004052946,0.05210638,0.0,0.08503401360544217,1.0,0.9285714285714286,0.9714285714285714,1.0,3.3598282
0,21,0.99998814,0.00031367817,0.0008536854,0.009501398,0.0,0.0,0.9333333333333333,1.0,1.0,1.0,0.54699945
1,21,0.9997767,0.0014092003,0.0035111462,0.051388115,0.0,0.037037037037037035,1.0,1.0,0.9733333333333334,1.0,1.8874012
2,21,0.9986384,0.0032706405,0.008671932,0.112957686,0.037037037037037035,0.4814814814814815,1.0,0.9555555555555555,1.0,1.0,3.8493195
3,21,0.9971521,0.0047540595,0.014383766,0.16523606,0.33333333333333337,2.3703703703703702,1.0,0.9555555555555555,0.9600000000000002,0.9933333333333334,6.8080144
4,21,0.9990756,0.002923706,0.008514342,0.10048261,0.037037037037037035,0.6666666666666667,1.0,0.8888888888888887,0.9733333333333333,0.9933333333333334,7.6850185
5,21,0.99949324,0.0022427186,0.0066909557,0.09622979,0.0,0.1111111111111111,1.0,0.9777777777777777,0.9866666666666667,1.0,5.8235927
6,21,0.99946296,0.002354145,0.0066044484,0.07992488,0.0,0.2222222222222222,1.0,0.9777777777777777,0.9866666666666667,1.0,4.504249
7,21,0.99964035,0.0018414096,0.0058841095,0.06560087,0.0,0.2962962962962963,1.0,1.0,1.0,0.9933333333333334,5.5520372
8,21,0.9996241,0.0019497462,0.0055351485,0.0612908,0.0,0.2222222222222222,1.0,0.9777777777777777,0.9866666666666667,0.9933333333333334,4.010071
9,21,0.9996981,0.0017056982,0.0053095245,0.05492103,0.0,0.037037037037037035,1.0,1.0,0.9866666666666667,0.9933333333333334,4.4096203
10,21,0.9997441,0.0015520675,0.004852822,0.065238774,0.0,0.1111111111111111,1.0,0.9555555555555555,1.0,0.9933333333333334,3.692649
11,21,0.9997663,0.0016764031,0.0044830614,0.047711432,0.0,0.0,1.0,0.9777777777777777,0.9866666666666667,1.0,3.1237376
0,22,0.999988,0.0004097033,0.0009891763,0.010714263,0.0,0.0,1.0,1.0,1.0,1.0,0.6137166
1,22,0.99982643,0.0015991217,0.0035975343,0.03408724,0.0,0.0,1.0,0.9722222222222222,1.0,1.0,1.6746508
2,22,0.9985641,0.004184414,0.010555505,0.0917773,0.0,0.8101851851851851,1.0,1.0,1.0,1.0,4.106635
3,22,0.99707526,0.005846394,0.016628793,0.16306254,0.40509259259259256,3.1828703703703707,1.0,0.9444444444444443,0.9833333333333334,1.0,6.9667044
4,22,0.9992651,0.0031550063,0.008848408,0.09663844,0.0,0.6944444444444444,1.0,0.9722222222222222,1.0,0.9916666666666667,6.517438
5,22,0.99941444,0.0028003172,0.0083805965,0.08555475,0.0,0.6944444444444444,1.0,1.0,1.0,1.0,6.342799
6,22,0.99952567,0.0023554957,0.0073896972,0.08436364,0.0,0.40509259259259256,1.0,0.9722222222222222,1.0,1.0,4.3586655
7,22,0.99977756,0.0016327323,0.0053832927,0.06559691,0.0,0.1736111111111111,1.0,0.9722222222222222,0.9833333333333334,1.0,4.8145823
8,22,0.9996705,0.0023195308,0.0060283476,0.055455655,0.0,0.1736111111111111,1.0,0.9722222222222222,1.0,1.0,4.042325
9,22,0.99980545,0.0014896592,0.0050518587,0.06656191,0.0,0.11574074074074073,1.0,1.0,1.0,1.0,3.968485
10,22,0.9998187,0.0014348708,0.004969022,0.072541386,0.0,0.1736111111111111,1.0,0.9722222222222222,1.0,1.0,4.0475125
11,22,0.9998994,0.0012869649,0.0034501946,0.03891635,0.0,0.0,1.0,1.0,1.0,1.0,2.692532
0,23,0.9999875,0.00030540364,0.0008994024,0.012363225,0.0,0.0,1.0,1.0,1.0,1.0,0.5700625
1,23,0.9998072,0.0013512516,0.0031622588,0.025899857,0.0,0.0,1.0,1.0,1.0,1.0,1.6432952
